ticket_id,category,priority,description,hour_of_day,day_of_week,resolution_time_hours
635,OTHR,low,Tengo una duda sobre el proceso de portabilidad numerica,18,5,5.0
636,OTHR,medium,Quiero saber si puedo transferir mi cuenta a otra persona,7,6,1.99
637,PLAN,high,Quiero agregar una línea móvil adicional a mi plan familiar,23,1,3.08
638,PLAN,low,Quisiera cambiar mi plan antes de que termine el contrato actual,23,4,8.87
639,CNCL,medium,¿Cuál es el proceso para cancelar mi plan sin penalidad?,16,2,7.75
640,CNCL,medium,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,9,4,5.27
641,OTHR,medium,¿Cómo puedo actualizar mis datos de contacto?,8,6,4.22
642,OTHR,low,Quiero saber si puedo transferir mi cuenta a otra persona,11,2,2.32
643,OTHR,medium,¿Puedo pagar mi factura en efectivo en algún punto físico?,1,4,2.64
644,CNCL,medium,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,19,3,7.55
645,OTHR,low,Necesito hablar con un asesor sobre un tema que no es técnico ni de facturación,3,5,3.02
646,OTHR,low,Tengo una duda sobre el proceso de portabilidad numérica,12,4,2.55
647,OTHR,low,Quisiera saber si tienen cobertura en el sector de Loja,6,2,4.81
648,CNCL,high,Quiero cancelar mi suscripción antes de la próxima facturación,14,0,1.54
649,CNCL,high,"quiero cancelar mi servicio de internet, ya no lo necesito",11,0,2.58
650,TECH,medium,"tengo pérdida de paquetes constante jugando online, revisen la señal por favor",21,0,15.68
651,BILL,medium,¿Por qué me cobraron $35 de más este mes en Ambato?,11,4,4.27
652,TECH,medium,"Se me corta el wifi cada 30 minutos, es muy frustrante",2,6,14.8
653,CNCL,medium,Necesito cancelar el servicio a nombre de un familiar fallecido,23,1,5.84
654,TECH,low,"El internet está muy lento desde hace 9 días, no puedo ni hacer una videollamada",16,5,10.42
655,CNCL,high,Quiero dar de baja el combo de TV pero mantener el internet,21,3,2.15
656,BILL,medium,"El valor de mi plan subió sin previo aviso, quiero una explicación",18,4,2.49
657,OTHR,low,"Consulta general, no encuentro la opción que busco en la app",0,5,5.55
658,OTHR,low,Quiero saber si puedo transferir mi cuenta a otra persona,12,2,1.17
659,OTHR,high,"Consulta general, no encuentro la opción que busco en la app",13,0,0.92
660,OTHR,low,¿Dónde queda la sucursal más cercana a mi domicilio?,0,0,5.33
661,TECH,high,No carga ninguna página web desde esta mañana en Guayaquil,23,6,6.79
662,CNCL,low,"Ya no puedo pagar el servicio, necesito darlo de baja este mes",2,2,8.78
663,BILL,medium,¿Por qué me cobraron $35 de más este mes en Cuenca?!!,11,0,3.99
664,CNCL,low,¿Cuál es el proceso para cancelar mi plan sin penalidad?,1,5,21.37
665,PLAN,high,"Quiero cambiar mi plan actual a Fibra 200MB, ¿cuáles son los requisitos?",8,3,4.49
666,CNCL,medium,"No estoy conforme con la atención recibida, quiero terminar el contrato",1,2,10.85
667,OTHR,medium,Tengo una duda sobre el proceso de portabilidad numérica,10,1,1.56
668,BILL,low,Necesito cambiar mi método de pago de efectivo a débito automático,0,6,6.33
669,PLAN,medium,Quisiera agregar el servicio de TV por cable a mi plan de internet,1,2,3.66
670,PLAN,low,necesito aumentar la cantidad de datos móviles de mi plan actual,14,4,16.15
671,OTHR,low,Tengo una consulta general sobre los servicios que ofrecen,14,4,4.33
672,BILL,high,No reconozco un cargo de $12 en mi última factura,8,6,2.75
673,TECH,medium,Tengo alta latencia y ping inestable trabajando desde casa,19,3,9.27
674,OTHR,medium,¿Cuál es el horario de atención de las oficinas en Riobamba?,4,1,2.27
675,OTHR,medium,¿Tienen aplicación móvil para gestionar mi cuenta?,3,5,2.57
676,CNCL,low,"Me mudo fuera de Quito y no hay cobertura, debo cancelar",14,6,9.81
677,CNCL,medium,¿Cuál es el proceso para cancelar mi plan sin penalidad?,16,5,9.06
678,TECH,high,tengo alta latencia y ping inestable trabajando desde casa,21,0,2.89
679,CNCL,low,¿Tiene costo cancelar antes de que termine el contrato de Plan Prepago Movil?,1,1,9.22
680,PLAN,medium,¿Puedo hacer upgrade a Combo TV+Internet sin pagar penalidad por cambio?!!,0,3,7.27
681,CNCL,medium,Quiero dar de baja el combo de TV pero mantener el internet,12,0,8.02
682,TECH,medium,"La luz del módem está en ámbar, no logro navegar",21,3,21.02
683,TECH,medium,"Mi router no enciende, ya lo reinicié varias veces y sigue sin funcionar",5,5,12.55
684,BILL,medium,Solicito el desglose detallado de los cargos de mi factura,9,4,1.95
685,TECH,medium,El servicio de internet se cae todas las noches entre las 8 y las 10,21,5,12.4
686,TECH,medium,"Se me corta el wifi cada 5 minutos, es muy frustrante",21,0,9.33
687,OTHR,medium,"Consulta general, no encuentro la opcion que busco en la app",4,4,1.58
688,BILL,medium,Quiero saber la fecha límite de pago de mi factura actual!!,19,6,2.28
689,CNCL,medium,Quiero cancelar porque el precio subió demasiado,21,2,5.41
690,PLAN,medium,Quiero agregar una linea movil adicional a mi plan familiar,9,4,3.5
691,BILL,medium,"El valor de mi plan subió sin previo aviso, quiero una explicación",22,4,2.68
692,PLAN,high,Deseo conocer los beneficios de pasar de plan mes a mes a plan anual,21,3,3.14
693,OTHR,low,¿Tienen aplicacion movil para gestionar mi cuenta?,6,3,2.69
694,PLAN,low,quiero agregar una línea móvil adicional a mi plan familiar,17,6,4.0
695,CNCL,medium,Quiero dar de baja el combo de TV pero mantener el internet,2,0,6.65
696,CNCL,high,Quiero cancelar porque el precio subió demasiado,17,1,2.13
697,TECH,medium,"se me corta el wifi cada 15 minutos, es muy frustrante",19,1,10.24
698,TECH,low,"La luz del módem está en ámbar, no logro navegar",22,5,14.99
699,PLAN,low,¿Puedo combinar dos servicios en un solo plan con descuento?,10,2,4.55
700,OTHR,low,¿Dónde queda la sucursal más cercana a mi domicilio?!!,12,0,4.57
701,TECH,low,"Tengo pérdida de paquetes constante jugando online, revisen la señal por favor",7,5,14.38
702,OTHR,low,Tengo una consulta general sobre los servicios que ofrecen,19,4,4.28
703,CNCL,high,Quiero dar de baja el combo de TV pero mantener el internet,14,0,2.06
704,TECH,low,"Se me corta el wifi cada 30 minutos, es muy frustrante",8,5,11.4
705,TECH,low,La velocidad contratada es de 200MB pero el speedtest me marca menos de la mitad,19,0,7.69
706,TECH,low,No carga ninguna página web desde esta mañana en Cuenca,23,4,13.46
707,TECH,medium,"Contraté fibra óptica pero la velocidad real es pésima, parece adsl",21,2,13.2
708,CNCL,low,Quiero cancelar porque el precio subió demasiado,11,6,17.85
709,PLAN,low,quiero agregar una línea móvil adicional a mi plan familiar,19,5,6.63
710,BILL,medium,"se me generó un cargo por mora que no debería aplicar, ya pagué a tiempo",17,6,2.87
711,BILL,low,"El descuento de la promoción no se aplicó en mi factura, sigo pagando el full",4,4,4.08
712,TECH,low,Tengo alta latencia y ping inestable trabajando desde casa,23,1,24.23
713,PLAN,high,¿Cómo hago para cambiar de plan prepago a pospago?!!,2,6,3.23
714,BILL,low,Quisiera una copia de mi factura del mes pasado para mi contabilidad,20,0,5.45
715,OTHR,low,¿Ofrecen algún programa de referidos con beneficios?,0,5,2.3
716,BILL,medium,"Se me genero un cargo por mora que no deberia aplicar, ya pague a tiempo",17,2,2.51
717,PLAN,medium,"quiero cambiar mi plan actual a Internet Hogar 100MB, ¿cuáles son los requisitos?",17,1,3.92
718,PLAN,high,Deseo conocer los beneficios de pasar de plan mes a mes a plan anual!!,14,0,1.73
719,OTHR,medium,"Consulta general, no encuentro la opción que busco en la app",1,5,2.26
720,BILL,medium,¿Por que me cobraron $12 de mas este mes en Manta?,17,2,3.13
721,BILL,high,¿Por qué me cobraron $25 de más este mes en Quito?,3,0,3.23
722,BILL,low,No me ha llegado la factura electrónica de este mes a mi correo,5,5,6.27
723,CNCL,medium,Quiero dar de baja el combo de TV pero mantener el internet,7,2,5.6
724,PLAN,low,Quiero información sobre los planes empresariales disponibles,4,0,6.58
725,OTHR,high,Tengo una consulta general sobre los servicios que ofrecen,9,0,1.29
726,PLAN,low,Quisiera agregar el servicio de TV por cable a mi plan de internet,16,5,4.36
727,TECH,low,"Contraté fibra óptica pero la velocidad real es pésima, parece adsl!!",9,6,18.75
728,CNCL,medium,Solicito la baja definitiva de todos mis servicios contratados,19,6,6.32
729,PLAN,low,Estoy interesado en el combo de internet mas streaming,0,5,10.31
730,TECH,medium,No puedo configurar el wifi de 5GHz en mi router nuevo,12,4,12.42
731,OTHR,low,"Consulta general, no encuentro la opcion que busco en la app",1,4,3.78
732,CNCL,medium,Necesito cancelar el servicio a nombre de un familiar fallecido,3,1,6.6
733,TECH,low,Tengo alta latencia y ping inestable trabajando desde casa,21,5,15.52
734,BILL,medium,No me ha llegado la factura electrónica de este mes a mi correo,11,0,3.17
735,TECH,low,No detecta la red wifi en ninguno de mis dispositivos desde ayer,15,6,12.75
736,CNCL,low,"Ya no puedo pagar el servicio, necesito darlo de baja este mes",11,0,5.74
737,PLAN,low,quisiera agregar el servicio de TV por cable a mi plan de internet,11,2,6.41
738,PLAN,medium,¿Puedo combinar dos servicios en un solo plan con descuento?,0,6,5.34
739,PLAN,high,Deseo conocer los beneficios de pasar de plan mes a mes a plan anual,5,5,3.56
740,TECH,medium,"Se me corta el wifi cada 15 minutos, es muy frustrante",0,2,4.57
741,PLAN,low,"Quiero cambiar mi plan actual a Fibra 1GB, ¿cuáles son los requisitos?",0,6,11.01
742,CNCL,high,Solicito la baja definitiva de todos mis servicios contratados,7,2,2.73
743,PLAN,low,Quisiera agregar el servicio de TV por cable a mi plan de internet,11,5,13.54
744,BILL,high,No me ha llegado la factura electrónica de este mes a mi correo,8,6,1.33
745,TECH,medium,"Tengo pérdida de paquetes constante jugando online, revisen la señal por favor",4,3,13.0
746,BILL,medium,El total de la factura no coincide con el valor de mi plan mensual,15,1,2.51
747,CNCL,low,Quiero dar de baja el combo de TV pero mantener el internet,22,0,15.55
748,PLAN,medium,¿Cómo hago para cambiar de plan prepago a pospago?,2,0,2.82
749,BILL,low,Quiero verificar si mi pago de ayer ya se refleja en el sistema,5,5,7.99
750,BILL,low,necesito cambiar mi método de pago de efectivo a débito automático,1,6,3.87
751,OTHR,medium,¿Ofrecen algún programa de referidos con beneficios?!!,23,4,1.87
752,OTHR,high,¿Cuál es el horario de atención de las oficinas en Cuenca?,18,3,1.41
753,CNCL,low,¿Cuál es el proceso para cancelar mi plan sin penalidad?,12,3,12.5
754,OTHR,low,¿Tienen aplicación móvil para gestionar mi cuenta?,7,5,3.48
755,CNCL,low,Necesito cancelar el servicio a nombre de un familiar fallecido,14,0,10.73
756,BILL,medium,Quiero saber la fecha límite de pago de mi factura actual,0,6,4.14
757,CNCL,low,Quiero dar de baja el combo de TV pero mantener el internet,18,5,6.55
758,CNCL,low,Deseo dar de baja mi línea porque me mudo de ciudad!!,18,3,8.72
759,OTHR,medium,¿Puedo pagar mi factura en efectivo en algún punto físico?!!,17,2,3.6
760,BILL,low,El total de la factura no coincide con el valor de mi plan mensual,12,5,5.37
761,OTHR,high,¿Qué documentos necesito para abrir una cuenta nueva?,3,0,0.78
762,PLAN,low,¿Cómo hago para cambiar de plan prepago a pospago?,20,5,5.13
763,OTHR,low,Quisiera saber más sobre las políticas de privacidad de datos,22,3,3.56
764,CNCL,medium,"No estoy conforme con la atención recibida, quiero terminar el contrato",15,5,8.59
765,TECH,medium,No carga ninguna página web desde esta mañana en Ambato,3,2,7.05
766,PLAN,high,"Quiero cambiar mi plan actual a Fibra 1GB, ¿cuáles son los requisitos?",7,1,2.43
767,CNCL,low,Quiero cancelar porque el precio subió demasiado,20,2,13.15
768,OTHR,medium,¿Tienen aplicacion movil para gestionar mi cuenta?,22,2,5.39
769,BILL,low,"Me llegó un cobro duplicado en la factura de este mes, favor revisar",23,5,5.18
770,TECH,medium,"La luz del módem está en ámbar, no logro navegar!!",7,0,12.35
771,BILL,medium,Mi factura llegó con un monto mayor al acordado en el contrato,12,6,3.27
772,PLAN,high,"Quiero cambiar mi plan actual a Fibra 500MB, ¿cuáles son los requisitos?",23,6,3.59
773,BILL,medium,"me llego un cobro duplicado en la factura de este mes, favor revisar",21,3,3.52
774,BILL,low,No me ha llegado la factura electrónica de este mes a mi correo,2,4,3.7
775,BILL,high,Solicito el desglose detallado de los cargos de mi factura,17,2,2.75
776,PLAN,high,Necesito bajar de plan porque el actual me queda muy caro,8,1,2.47
777,PLAN,medium,Quisiera cambiar mi plan antes de que termine el contrato actual,19,6,7.43
778,CNCL,low,"Ya encontré otro proveedor, necesito cancelar mi cuenta cuanto antes",20,2,6.23
779,PLAN,high,¿Cómo hago para cambiar de plan prepago a pospago?,21,6,3.98
780,OTHR,low,Quiero saber si puedo transferir mi cuenta a otra persona,8,6,6.63
781,BILL,medium,"El valor de mi plan subió sin previo aviso, quiero una explicación",12,0,5.31
782,OTHR,low,"Consulta general, no encuentro la opción que busco en la app",2,6,3.91
783,TECH,medium,Tengo alta latencia y ping inestable trabajando desde casa,21,0,10.46
784,OTHR,high,¿Cuál es el horario de atención de las oficinas en Cuenca?,3,2,1.99
785,TECH,high,"Tengo pérdida de paquetes constante jugando online, revisen la señal por favor",0,2,6.34
786,PLAN,low,Quiero contratar el Combo TV+Internet para mi nueva casa en Guayaquil,5,0,9.39
787,TECH,low,No puedo configurar el wifi de 5GHz en mi router nuevo,22,5,27.33
788,PLAN,low,Quisiera agregar el servicio de TV por cable a mi plan de internet,14,1,5.41
789,PLAN,low,Necesito bajar de plan porque el actual me queda muy caro,19,5,6.63
790,BILL,medium,El total de la factura no coincide con el valor de mi plan mensual,22,3,3.2
791,PLAN,low,Quiero contratar el Plan Prepago Movil para mi nueva casa en Cuenca,20,2,4.35
792,TECH,high,El servicio de internet se cae todas las noches entre las 8 y las 10,13,2,3.36
793,CNCL,medium,Solicito la baja definitiva de todos mis servicios contratados,18,5,3.86
794,TECH,medium,"Tengo perdida de paquetes constante jugando online, revisen la señal por favor",9,5,11.5
795,OTHR,medium,Quisiera saber si tienen cobertura en el sector de Quito,18,0,3.16
796,TECH,high,"Se me desconecta el internet apenas empieza a llover, necesito soporte técnico",0,0,5.76
797,TECH,high,"Se me desconecta el internet apenas empieza a llover, necesito soporte técnico",10,4,5.68
798,BILL,low,mi factura llegó con un monto mayor al acordado en el contrato,20,1,2.54
799,PLAN,low,Quiero contratar el Fibra 200MB para mi nueva casa en Guayaquil,23,6,8.48
800,TECH,medium,"No tengo conexión a internet, el router tiene la luz roja parpadeando",5,5,32.4
