ticket_id,description,category,priority
780,Quiero saber si puedo transferir mi cuenta a otra persona,OTHR,low
781,"El valor de mi plan subió sin previo aviso, quiero una explicación",BILL,medium
782,"Consulta general, no encuentro la opción que busco en la app",OTHR,low
783,Tengo alta latencia y ping inestable trabajando desde casa,TECH,medium
784,¿Cuál es el horario de atención de las oficinas en Cuenca?,OTHR,high
785,"Tengo pérdida de paquetes constante jugando online, revisen la señal por favor",TECH,high
786,Quiero contratar el Combo TV+Internet para mi nueva casa en Guayaquil,PLAN,low
787,No puedo configurar el wifi de 5GHz en mi router nuevo,TECH,low
788,Quisiera agregar el servicio de TV por cable a mi plan de internet,PLAN,low
789,Necesito bajar de plan porque el actual me queda muy caro,PLAN,low
790,El total de la factura no coincide con el valor de mi plan mensual,BILL,medium
791,Quiero contratar el Plan Prepago Movil para mi nueva casa en Cuenca,PLAN,low
792,El servicio de internet se cae todas las noches entre las 8 y las 10,TECH,high
793,Solicito la baja definitiva de todos mis servicios contratados,CNCL,medium
794,"Tengo perdida de paquetes constante jugando online, revisen la señal por favor",TECH,medium
795,Quisiera saber si tienen cobertura en el sector de Quito,OTHR,medium
796,"Se me desconecta el internet apenas empieza a llover, necesito soporte técnico",TECH,high
797,"Se me desconecta el internet apenas empieza a llover, necesito soporte técnico",TECH,high
798,mi factura llegó con un monto mayor al acordado en el contrato,BILL,low
799,Quiero contratar el Fibra 200MB para mi nueva casa en Guayaquil,PLAN,low
800,"No tengo conexión a internet, el router tiene la luz roja parpadeando",TECH,medium
